N,animal_id,BCS,data,frame,RGB_path,depth_path
7401,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.13.643.png,20.03.2025\2\depth\14.04.13.643.png
7402,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.13.725.png,20.03.2025\2\depth\14.04.13.725.png
7403,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.13.818.png,20.03.2025\2\depth\14.04.13.818.png
7404,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.13.910.png,20.03.2025\2\depth\14.04.13.910.png
7405,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.001.png,20.03.2025\2\depth\14.04.14.001.png
7406,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.093.png,20.03.2025\2\depth\14.04.14.093.png
7407,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.185.png,20.03.2025\2\depth\14.04.14.185.png
7408,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.279.png,20.03.2025\2\depth\14.04.14.279.png
7409,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.372.png,20.03.2025\2\depth\14.04.14.372.png
7410,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.465.png,20.03.2025\2\depth\14.04.14.465.png
7411,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.557.png,20.03.2025\2\depth\14.04.14.557.png
7412,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.665.png,20.03.2025\2\depth\14.04.14.665.png
7413,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.752.png,20.03.2025\2\depth\14.04.14.752.png
7414,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.850.png,20.03.2025\2\depth\14.04.14.850.png
7415,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.14.943.png,20.03.2025\2\depth\14.04.14.943.png
7416,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.15.034.png,20.03.2025\2\depth\14.04.15.034.png
7417,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.15.124.png,20.03.2025\2\depth\14.04.15.124.png
7418,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.15.218.png,20.03.2025\2\depth\14.04.15.218.png
7419,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.15.313.png,20.03.2025\2\depth\14.04.15.313.png
7420,330403,3.25,20.03.2025,2,20.03.2025\2\rgb\14.04.15.403.png,20.03.2025\2\depth\14.04.15.403.png
7421,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.29.408.png,20.03.2025\3\depth\14.04.29.408.png
7422,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.29.509.png,20.03.2025\3\depth\14.04.29.509.png
7423,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.29.603.png,20.03.2025\3\depth\14.04.29.603.png
7424,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.29.698.png,20.03.2025\3\depth\14.04.29.698.png
7425,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.29.783.png,20.03.2025\3\depth\14.04.29.783.png
7426,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.29.876.png,20.03.2025\3\depth\14.04.29.876.png
7427,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.29.966.png,20.03.2025\3\depth\14.04.29.966.png
7428,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.060.png,20.03.2025\3\depth\14.04.30.060.png
7429,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.153.png,20.03.2025\3\depth\14.04.30.153.png
7430,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.246.png,20.03.2025\3\depth\14.04.30.246.png
7431,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.338.png,20.03.2025\3\depth\14.04.30.338.png
7432,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.433.png,20.03.2025\3\depth\14.04.30.433.png
7433,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.529.png,20.03.2025\3\depth\14.04.30.529.png
7434,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.619.png,20.03.2025\3\depth\14.04.30.619.png
7435,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.695.png,20.03.2025\3\depth\14.04.30.695.png
7436,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.789.png,20.03.2025\3\depth\14.04.30.789.png
7437,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.882.png,20.03.2025\3\depth\14.04.30.882.png
7438,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.30.967.png,20.03.2025\3\depth\14.04.30.967.png
7439,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.31.066.png,20.03.2025\3\depth\14.04.31.066.png
7440,7587,3.5,20.03.2025,3,20.03.2025\3\rgb\14.04.31.160.png,20.03.2025\3\depth\14.04.31.160.png
7441,810630,3.75,20.03.2025,4,20.03.2025\4\rgb\14.04.45.418.png,20.03.2025\4\depth\14.04.45.418.png
7442,810630,3.75,20.03.2025,4,20.03.2025\4\rgb\14.04.45.518.png,20.03.2025\4\depth\14.04.45.518.png
7443,810630,3.75,20.03.2025,4,20.03.2025\4\rgb\14.04.45.611.png,20.03.2025\4\depth\14.04.45.611.png
